Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
NY7685,THE FALCHI BUILDING - USCIS SUB-ASYLUM OFFICE,NA,L,2,31-00 47TH AVE,LONG ISLAND CITY,NY,11101,40.742847,-73.935365,0,0,20-09-1904,3607,Nydia Velazquez,Active,BUILDING
CA7275,701 PARKER,NA,L,9,701 S PARKER ST,ORANGE,CA,92868,33.7765053,-117.85948,3200,0,26-08-1904,646,J. Correa,Active,BUILDING
GA2307,ACADEMY OAK BUSINESS CENTER,NA,L,4,329 OAK ST,GAINESVILLE,GA,30501,34.30021,-83.830181,5002,0,01-08-1904,1309,Andrew Clyde,Active,BUILDING
ID4359,COEUR D 'ALENE TRIBE BLDG,NA,L,10,850 A ST,PLUMMER,ID,83851,47.337718,-116.88656,1056,0,07-07-1904,1601,Russ Fulcher,Active,BUILDING
MD1870,FRC BLDG 45 TRUCK SCREENING,WHITE OAK FED RS CENTER,F,11,10903 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0336803,-76.986098,829,0,12-06-1904,2408,Jamie Raskin,Active,BUILDING
KS1569,DODGE CITY REGIONAL AIRPORT,NA,L,6,100 AIRPORT RD,DODGE CITY,KS,67801,37.76005,-99.968101,198,0,18-05-1904,2001,Tracey Mann,Active,BUILDING
MT5587,345 16TH AVENUE WEST,NA,L,8,345 16TH AVENUE WEST,HAVRE,MT,59501,48.55004,-109.708,32811,0,23-04-1904,3002,Matthew Rosendale,Active,BUILDING
OR0018,JAMES A. REDDEN US COURTHOUSE,NA,F,10,310 W 6TH ST,MEDFORD,OR,97501,42.3255127,-122.8772,29833.51,121.7261035,29-03-1904,4102,Cliff Bentz,Active,BUILDING
IA1553,3301 SINGING HILLS BLVD.,NA,L,6,3301 SINGING HILLS BLVD,SIOUX CITY,IA,51106,42.43673,-96.365551,9004.68,0,04-03-1904,1904,Randy Feenstra,Active,BUILDING
OK1553,WILLIAMS OFFICE,NA,L,7,210 PETERS ST,POTEAU,OK,74953,35.053993,-94.62214,1177,0,08-02-1904,4002,Josh Brecheen,Active,BUILDING
NJ4632,296-320 MULBERRY STREET,NA,L,2,296-320 MULBERRY STREET,NEWARK,NJ,7102,40.72898,-74.17226,0,0,14-01-1904,3408,Robert Menendez,Active,STRUCTURE
DC0458,REMOTE DELIVERY SITE,NA,F,11,S CAPITOL ST SE,WASHINGTON,DC,20032,38.840014,-77.008892,58167.25,0,20-12-1903,1198,Eleanor Norton,Active,BUILDING
DC0121,722 JACKSON,JACKSON PL COMPLEX,F,11,722 JACKSON PL NW,WASHINGTON,DC,20006,38.89942,-77.038401,4551.28,0,25-11-1903,1198,Eleanor Norton,Active,BUILDING
OK1497,3201 W. TECUMSEH,NA,L,7,3201 W. TECUMSEH,NORMAN,OK,73072,35.261941,-97.489437,4324,0,31-10-1903,4004,Tom Cole,Active,BUILDING
NE1441,HILLTOP TRIANGLE EXECUTIVE BUI,NA,L,6,1309 HARLAN DR,BELLEVUE,NE,68005,41.1405,-95.911121,1884,0,06-10-1903,3101,Mike Flood,Active,BUILDING
SC2343,VILLAGE DESIGN CENTER,NA,L,4,230 VILLAGE GREEN BLVD,AIKEN,SC,29803,33.4933279,-81.747263,3281,0,11-09-1903,4502,Joe Wilson,Active,BUILDING
NC2067,SOMERSET PARK II,NA,L,4,4407 BLAND RD,RALEIGH,NC,27609,35.84152,-78.615731,32562,13023.69814,17-08-1903,3702,Deborah Ross,Active,BUILDING
MD0339,B4-RESEARCH FAC-SWIN,FDA-CVM LABORATORY,F,11,8501E MUIRKIRK RD,LAUREL,MD,20708,39.055894,-76.859554,4828.46,0,23-07-1903,2404,Glenn Ivey,Active,BUILDING
MN1664,BEMIDJI REGIONAL AIRPORT TERM,NA,L,5,3824 MOBERG DR NW,BEMIDJI,MN,56601,47.5041467,-94.934665,830,830,28-06-1903,2708,Pete Stauber,Active,BUILDING
WA7788,"SSA BUILDING - PUYALLUP, WA",NA,L,10,811 S HILL PARK DR,PUYALLUP,WA,98373,47.1618119,-122.30331,8300,0,17-07-1905,5310,Marilyn Strickland,Active,BUILDING
AR0031,LITTLE ROCK OLD USPO/CTHS,NA,F,7,300 W 2ND ST,LITTLE ROCK,AR,72201,34.7478,-92.273441,73162.31,0,22-06-1905,502,J. Hill,Active,BUILDING
WA7991,"CHASE BANK BUILDING - BREMERTON, WA",NA,L,10,500 PACIFIC AVE,BREMERTON,WA,98337,47.5667638,-122.62659,7768,0,28-05-1905,5306,Derek Kilmer,Active,BUILDING
ND1371,MINOT INTERNATIONAL AIRPORT - MINOT,NA,L,8,305 AIRPORT RD,MINOT,ND,58703,48.25561,-101.288,1301,0,03-05-1905,3800,Kelly Armstrong,Active,BUILDING
VA0182,GRAVEL AVE BLDG 01,NA,L,11,6307 GRAVEL AVE,ALEXANDRIA,VA,22310,38.7702811,-77.1564375,77452,0,08-04-1905,5111,Gerald Connolly,Active,BUILDING
SC1374,BELLE HALL,NA,L,4,1671 BELLE ISLE AVE,MT PLEASANT,SC,29464,32.838089,-79.854554,14734,0,14-03-1905,4501,Nancy Mace,Active,BUILDING
CA8317,SKY PARK OFFICE PLAZA,NA,L,9,9275 SKY PARK CT,SAN DIEGO,CA,92123,32.81564,-117.12494,11426,0,17-02-1905,651,Sara Jacobs,Active,BUILDING
NY7482,COLUMBIA STREET PARKING GARAGE,NA,L,2,2 COLUMBIA ST,ALBANY,NY,12207,42.65076,-73.748931,0,0,23-01-1905,3620,Paul Tonko,Active,STRUCTURE
NV8323,1020 NEW RIVER PKWY,NA,L,9,1020 NEW RIVER PKWY,FALLON,NV,89406,39.46476,-118.76223,0,0,29-12-1904,3202,Mark Amodei,Active,BUILDING
GA0087,PEACHTREE SUMMIT FB,PEACH TREE SUMMIT BL,F,4,401 W PEACHTREE ST NW,ATLANTA,GA,30308,33.76541,-84.386991,792907.74,242397.4521,04-12-1904,1305,Nikema Williams,Active,BUILDING
NJ4720,"42 CENTRAL AVE, NEWARK, NJ 07102",NA,L,2,42 CENTRAL AVE,NEWARK,NJ,7102,40.7419288,-74.171171,0,0,09-11-1904,3410,Donald Payne,Active,STRUCTURE
ID4366,PARKCENTER PLACE OFFICE BLDG,NA,L,10,380 E PARKCENTER BLVD,BOISE,ID,83706,43.598241,-116.178093,4725,0,15-10-1904,1602,Michael Simpson,Active,BUILDING
NM0047,GSA MOTOR POOL SITE,NA,F,7,2500 CERRILLOS RD,SANTA FE,NM,87505,35.65449,-105.98001,2654.06,0,20-09-1904,3503,Teresa Leger Fernandez,Active,BUILDING
VA0693,324 COMMERCE ROAD,NA,L,3,324 COMMERCE RD,FARMVILLE,VA,23901,37.2688828,-78.413038,8086,0,26-08-1904,5105,Bob Good,Active,BUILDING
WY1347,KEMMERER BLM BUILDING,NA,L,8,430 US HIGHWAY 189,KEMMERER,WY,83101,41.95901,-110.269,9537,0,01-08-1904,5600,Harriet Hageman,Active,BUILDING
MS2161,GULFPORT-BILOXI INT'L AIRPORT,NA,L,4,14035 AIRPORT RD,GULFPORT,MS,39503,30.416166,-89.07359,5049,0,07-07-1904,2804,Mike Ezell,Active,BUILDING
HI8195,KAILUA KONA,NA,L,9,75-1029 HENRY ST,KAILUA KONA,HI,96740,19.64768,-155.98911,1910,0,12-06-1904,1502,Jill Tokuda,Active,BUILDING
GA2213,SUNTRUST BANK WEST,NA,L,4,1246 1ST AVE,COLUMBUS,GA,31901,32.47003,-84.990811,28338,6888.999999,18-05-1904,1302,Sanford Bishop,Active,BUILDING
AR1093,CENTRAL MALL AR1093,NA,L,7,5111 ROGERS AVE,FORT SMITH,AR,72903,35.36646,-94.375201,12503,0,23-04-1904,503,Steve Womack,Active,BUILDING
MD0190,9140 HAMPTON DRIVE,NA,L,11,9140 E HAMPTON DR,CAPITOL HEIGHTS,MD,20743,38.88497,-76.848741,45601,0,29-03-1904,2404,Glenn Ivey,Active,BUILDING
VA3008,CENTRAL RECORDS COMPLEX,FBI Cnt Record Cmplx,F,3,200 CONSTITUTION DRIVE,WINCHESTER,VA,22602,39.1402672,-78.123713,244710.69,0,04-03-1904,5106,Ben Cline,Active,BUILDING
ND1362,MCCLOUD OFFICE COMPLEX,NA,L,8,916 CHIEF LITTLE SHELL ST NE,BELCOURT,ND,58316,48.8378,-99.7474,256,0,08-02-1904,3800,Kelly Armstrong,Active,BUILDING
PA0476,119 PROFESSIONAL CTR,NA,L,3,1265 WAYNE AVE,INDIANA,PA,15701,40.60324,-79.162341,13165,0,14-01-1904,4214,Guy Reschenthaler,Active,BUILDING
TX0946,USBS GOOD NEIGHBOR EL PASO BLDG A,USBS GOOD NEIGHBOR EL PASO,F,7,1009 STANTON ST,EL PASO,TX,79901,31.749818,-106.48328,74.11,0,20-12-1903,4816,Veronica Escobar,Active,BUILDING
CA7862,SSA BUILDING - VISALIA,NA,L,9,1901 E NOBLE AVE,VISALIA,CA,93292,36.325845,-119.27173,12424,0,25-11-1903,620,Kevin McCarthy,Active,BUILDING
CA0513,B. S. CEN. PLT. BLDG.,CALEXICO EAST LPOE,F,9,1699 E. CARR RD.,CALEXICO,CA,92231,32.6795629,-115.38047,1829.6,0,31-10-1903,625,Raul Ruiz,Active,BUILDING
FL1071,ROYAL TERN BUILDING,NA,L,4,204 ROYAL TERN CT,JUPITER,FL,33477,26.886807,-80.0867025,1990,0,06-10-1903,1221,Brian Mast,Active,BUILDING
AL2109,"PARK PLACE, MONTGOMERY, AL",NA,L,4,2350 FAIRLANE DR,MONTGOMERY,AL,36116,32.335,-86.233431,6150,6149.999999,11-09-1903,102,Barry Moore,Active,BUILDING
MA5809,MADISON PLACE - WORCESTER,NA,L,1,90 MADISON ST,WORCESTER,MA,1608,42.25788,-71.802461,17673,0,17-08-1903,2502,James McGovern,Active,BUILDING
MT5530,"TERMINAL, MISSOULA AIRPORT",NA,L,8,5225 W BROADWAY ST,MISSOULA,MT,59808,46.91906,-114.084,3296,0,23-07-1903,3001,Ryan Zinke,Active,BUILDING
IL2443,ELGIN IL (790 FLETCHER DR) SSA BUILDING,NA,L,5,790 FLETCHER DR,ELGIN,IL,60123,42.05303,-88.334861,10864,0,28-06-1903,1708,Raja Krishnamoorthi,Active,BUILDING
MS1353,160 ANDERSON BLDG,GSA/PMDS DEPOT,L,4,160 ANDERSON BLVD,CLARKSDALE,MS,38614,34.187244,-90.58973,4950,0,17-07-1905,2802,Bennie Thompson,Active,BUILDING
IN1919,115 W. WASHINGTON ST.,NA,L,5,115 W WASHINGTON ST,INDIANAPOLIS,IN,46204,39.766743,-86.16114,19569,0,22-06-1905,1807,Andre Carson,Active,BUILDING
NC1383,THE CHAMBER BUILDING,NA,L,4,601 W 4TH ST,WINSTON SALEM,NC,27101,36.09805,-80.250271,15888,0,28-05-1905,3705,Virginia Foxx,Active,BUILDING
MO0050,CHARLES EVANS WHITTAKER U.S. COURTHOUSE,NA,F,6,400 E 9TH ST,KANSAS CITY,MO,64106,39.1034645,-94.578338,535422.1,3655.171178,03-05-1905,2905,Emanuel Cleaver,Active,BUILDING
MS1703,FAA ADO BUILDING,NA,L,4,100 W CROSS ST,PEARL,MS,39208,32.305239,-90.073746,8665,0,08-04-1905,2803,Michael Guest,Active,BUILDING
NY6482,CENTER ITHACA,NA,L,2,171 E STATE ST,ITHACA,NY,14850,42.4395,-76.497191,2900,0,14-03-1905,3619,Marcus Molinaro,Active,BUILDING
WV0307,VIKING WAY SHOPPING CENTER,NA,L,3,216B S VIKING WAY,MARTINSBURG,WV,25401,39.4620302,-77.9885064,2230,0,17-02-1905,5402,Alexander Mooney,Active,BUILDING
IN0057,CHARLES A. HALLECK FEDERAL BUILDING,NA,F,5,230 N 4TH ST,LAFAYETTE,IN,47901,40.41978,-86.893651,45470.58,37195.1417,23-01-1905,1804,James Baird,Active,BUILDING
CT3414,2 UNION PLAZA,NA,L,1,2 UNION PLZ,NEW LONDON,CT,6320,41.3542597,-72.094347,7276,0,29-12-1904,902,Joe Courtney,Active,BUILDING
CT3450,"SSA BRIDGEPORT, CT",NA,L,1,35 COURTLAND ST,BRIDGEPORT,CT,6604,41.1758529,-73.193796,12592,0,04-12-1904,904,James Himes,Active,BUILDING
NY7424,792 10TH AVENUE,NA,L,2,792 10TH AVE,NEW YORK,NY,10019,40.76669,-73.990111,0,0,09-11-1904,3612,Jerrold Nadler,Active,STRUCTURE
FL3368,ORLANDO SANFORD AIRPORT,NA,L,4,2151 SPINNER LN,SANFORD,FL,32773,28.767231,-81.22419,49864,0,15-10-1904,1207,Cory Mills,Active,BUILDING
IL2312,EVANSTON,NA,L,5,2116 GREEN BAY RD,EVANSTON,IL,60201,42.0563791,-87.692155,6679,0,20-09-1904,1709,Janice Schakowsky,Active,BUILDING
HI0001,FEDERAL BUILDING & USPO,NA,F,9,154 WAIANUENUE AVE,HILO,HI,96720,19.72586,-155.08907,35273.58,2437.472506,26-08-1904,1502,Jill Tokuda,Active,BUILDING
GA2304,2 E BRYAN,NA,L,4,2 E BRYAN ST,SAVANNAH,GA,31401,32.08033,-81.091201,3597,3596.999999,01-08-1904,1301,Earl Carter,Active,BUILDING
PA0766,LANCASTER AIRPORT AUTHORITY,NA,L,3,500 AIRPORT RD,LITITZ,PA,17543,40.1161659,-76.299978,281,0,07-07-1904,4211,Lloyd Smucker,Active,BUILDING
PA0949,CIPHER BUILDING,NA,L,3,36 E KING ST,LANCASTER,PA,17602,40.0380756,-76.304372,3550,0,12-06-1904,4211,Lloyd Smucker,Active,BUILDING
WV0314,CHASE BANK BUILDING,NA,L,3,1000 5TH AVE,HUNTINGTON,WV,25701,38.420037,-82.441242,11243,0,18-05-1904,5401,Carol Miller,Active,BUILDING
GA2361,SOUTHERN OAKS BUSINESS CENTER,NA,L,4,8 SOUTHERN OAKS CT,SAVANNAH,GA,31405,32.061384,-81.158378,34195,0,23-04-1904,1301,Earl Carter,Active,BUILDING
MO1869,FBI - KCMO,NA,L,6,1300 SUMMIT ST,KANSAS CITY,MO,64105,39.09758,-94.594351,86739,86739.00001,29-03-1904,2905,Emanuel Cleaver,Active,BUILDING
MD0502,BLACKWATER CENTER,NA,L,3,828 AIRPAX RD,CAMBRIDGE,MD,21613,38.55186,-76.052871,0,0,04-03-1904,2401,Andy Harris,Active,BUILDING
AL0006,SHIP CHANDLERY,NA,F,4,210 SAINT LOUIS ST,MOBILE,AL,36602,30.694068,-88.044899,0,0,08-02-1904,101,Jerry Carl,Active,BUILDING
GA2475,GATEWAY CENTER BUILDING ONE,NA,L,4,2077 CONVENTION CENTER CONCOURSE,ATLANTA,GA,30337,33.642513,-84.455735,17000,0,14-01-1904,1305,Nikema Williams,Active,BUILDING
MN1712,U.S. SSA-ODAR REMOTE HEARING SITE,NA,L,5,2633 JEFFERSON ST,ALEXANDRIA,MN,56308,45.86512,-95.373291,4994,0,20-12-1903,2707,Michelle Fischbach,Active,BUILDING
TX2865,"LAS CANTERAS BUSINESS PARK PHASE II, BLDG. I",NA,L,7,2439 MONARCH DR,LAREDO,TX,78045,27.60585,-99.474101,4582,0,25-11-1903,4828,Henry Cuellar,Active,BUILDING
MI3086,333 MAYNARD,NA,L,5,333 MAYNARD ST,ANN ARBOR,MI,48104,42.2782124,-83.741964,3018,0,31-10-1903,2606,Debbie Dingell,Active,BUILDING
TX2879,CENTRAL BRAZORIA COUNTY BUSINESS PARK,NA,L,7,4005 TECHNOLOGY RD,ANGLETON,TX,77515,29.2063,-95.438451,11798,0,06-10-1903,4814,Randy Weber,Active,BUILDING
IL2420,ONE TECHNOLOGY PLAZA,NA,L,5,211 FULTON ST,PEORIA,IL,61602,40.690163,-89.590007,27609,0,11-09-1903,1717,Eric Sorensen,Active,BUILDING
NV7968,BELTWAY CORPORATE CENTER,NA,L,9,8965 S EASTERN AVE,LAS VEGAS,NV,89123,36.02653,-115.12008,14776,0,17-08-1903,3203,Susie Lee,Active,BUILDING
AZ0705,SAN LUIS 1 LPOE COMMERCIAL BLDG,SAN LUIS I LPOE,F,9,HIGHWAY 95 & INTERNATIONAL BORDER,SAN LUIS,AZ,85349,32.4906273,-114.78225,13186.23,0,23-07-1903,407,Raul Grijalva,Active,BUILDING
AK3442,LOT 4B SILVERADO SUBDIVISION,NA,L,10,5761 SILVERADO WAY,ANCHORAGE,AK,99518,61.1685741,-149.88766,5966,0,28-06-1903,200,Mary Peltola,Active,BUILDING
CO0050,CALIFORNIA ST FEDERAL GARAGE,NA,F,8,2106 CALIFORNIA ST,DENVER,CO,80205,39.74988,-104.986,1645.67,0,17-07-1905,801,Diana DeGette,Active,STRUCTURE
FL3363,COURTHOUSE COMMONS,NA,L,4,444 W RAILROAD AVE,WEST PALM BEACH,FL,33401,26.71725,-80.055701,34921,0,22-06-1905,1222,Lois Frankel,Active,BUILDING
DE0051,SUSSEX SUITES,NA,L,3,21309 BERLIN RD,GEORGETOWN,DE,19947,38.69667,-75.398991,1955,0,28-05-1905,1000,Lisa Blunt Rochester,Active,BUILDING
SD1289,1675 SAMCO RD,NA,L,8,1675 SAMCO RD,RAPID CITY,SD,57702,44.1008,-103.267,1200,0,03-05-1905,4600,Dusty Johnson,Active,BUILDING
GA2354,NORTH LAKE BLDG,NA,L,4,7263 N LAKE DR,COLUMBUS,GA,31909,32.54973,-84.952021,15284,0,08-04-1905,1302,Sanford Bishop,Active,BUILDING
ID4278,BOR BUILDING,NA,L,10,1150 N CURTIS RD,BOISE,ID,83706,43.6147208,-116.25275,79869,0,14-03-1905,1602,Michael Simpson,Active,BUILDING
CO1909,NRRC BUILDING E,NA,L,8,2150 CENTRE AVENUE,FORT COLLINS,CO,80526,40.55913,-105.086,43599,0,17-02-1905,802,Joe Neguse,Active,BUILDING
KY2068,"SSA BUILDING, HAZARD, KY",NA,L,4,825 HIGH ST,HAZARD,KY,41701,37.2510764,-83.195688,1652,0,23-01-1905,2105,Harold Rogers,Active,BUILDING
FL1170,BUILDING 122F,NA,L,4,122 INDUSTRIAL LOOP N,ORANGE PARK,FL,32073,30.18171,-81.720291,40000,0,29-12-1904,1204,Aaron Bean,Active,BUILDING
PA0599,WILLIAM J NEALON US CH ANNEX,NEALON COMPLEX,F,3,235 N WASHINGTON AVE,SCRANTON,PA,18503,41.4083874,-75.663261,90562.9,7107.474165,04-12-1904,4208,Matt Cartwright,Active,BUILDING
MA6011,ORH,NA,L,1,375 AIRPORT DR,WORCESTER,MA,1602,42.2708172,-71.869903,350,0,09-11-1904,2502,James McGovern,Active,BUILDING
AZ0360,SAN LUIS II EXPORT CONTROL BOOTH,SAN LUIS II EAST LPO,F,9,1375 S AVENUE E,SAN LUIS,AZ,85349,32.4802,-114.70059,13247.06,0,15-10-1904,407,Raul Grijalva,Active,STRUCTURE
GA2494,DAI AB PLAZA,NA,L,4,7391 HODGSON MEMORIAL DR,SAVANNAH,GA,31406,31.999644,-81.11448,7055,0,20-09-1904,1301,Earl Carter,Active,BUILDING
MD1896,9615 MEDICAL CENTER DR,NA,L,11,9615 MEDICAL CENTER DR,ROCKVILLE,MD,20850,39.1044259,-77.196556,65529,0,26-08-1904,2408,Jamie Raskin,Active,BUILDING
AL2184,BORDER PATROL STATION,NA,L,4,4425 DEMETROPOLIS RD,MOBILE,AL,36619,30.599136,-88.156652,11615,0,01-08-1904,101,Jerry Carl,Active,BUILDING
FL3367,7900 OAK LANE,NA,L,4,7900 OAK LN,MIAMI LAKES,FL,33016,25.90832,-80.329461,19570,3092.090897,07-07-1904,1226,Mario Diaz-Balart,Active,BUILDING
CA6489,610 ASH ST,NA,L,9,610 W ASH ST,SAN DIEGO,CA,92101,32.72024,-117.16856,62856,4991.759444,12-06-1904,650,Scott Peters,Active,BUILDING
IL2490,GREATER ROCKFORD AIRPORT TERMI,NA,L,5,2 AIRPORT CIR,ROCKFORD,IL,61109,42.20233,-89.094767,1035,0,18-05-1904,1717,Eric Sorensen,Active,BUILDING
AR1305,JEFFERSON AVE. MARKETPLACE,NA,L,7,4083 JEFFERSON AVE,TEXARKANA,AR,71854,33.4624647,-94.029175,1436,0,23-04-1904,504,Bruce Westerman,Active,BUILDING
NY7389,MARATHON PARKWAY BUILDING,NA,L,2,45-17 MARATHON PKWY,QUEENS,NY,11362,40.77009,-73.73808,2900,0,29-03-1904,3603,George Santos,Active,BUILDING
NC2271,"SOCIAL SECURITY BUILDING, SHELBY, NC",NA,L,4,707 SCHENCK ST,SHELBY,NC,28150,35.29978,-81.537041,12513,12513,04-03-1904,3710,Patrick McHenry,Active,BUILDING
TX0781,USBS KIKA DE LA GARZA PHARR FMCSA BUILDING,USBS KIKA DE LA GARZA PHARR,F,7,9901 S CAGE BLVD,PHARR,TX,78577,26.089076,-98.20175,2056.1,0,08-02-1904,4815,Monica De La Cruz,Active,BUILDING
KS1610,7600 COLLEGE BLVD,NA,L,6,7600 COLLEGE BLVD,OVERLAND PARK,KS,66210,38.92833,-94.675101,33638,0,14-01-1904,2003,Sharice Davids,Active,BUILDING
CA6495,16885 WEST BERNARDO,NA,L,9,16885 W BERNARDO DR,SAN DIEGO,CA,92127,33.02047,-117.08014,3661,0,20-12-1903,650,Scott Peters,Active,BUILDING
MI2175,DETROIT MI (2583 WORLDGATEWAY PL) DETROIT METROPOLITAN APT,NA,L,5,2583 WORLDGATEWAY PL,DETROIT,MI,48242,42.2070503,-83.35652,7662,0,25-11-1903,2613,Shri Thanedar,Active,BUILDING
WV0273,EDWIN MILLER PROFESSIONAL CTR,NA,L,3,1250 EDWIN MILLER BLVD,MARTINSBURG,WV,25404,39.47639,-77.959231,24156,0,31-10-1903,5402,Alexander Mooney,Active,BUILDING
AZ0350,MARIPOSA LPOE TRUCK INSPECTION,NOGALES WEST LPOE,F,9,200 N MARIPOSA RD,NOGALES,AZ,85621,31.3351254,-110.9677,151016.14,0,06-10-1903,407,Raul Grijalva,Active,BUILDING
CA7885,SOSCOL BUILDING,NA,L,9,1850 SOSCOL AVE,NAPA,CA,94559,38.30813,-122.28439,6050,0,11-09-1903,604,Mike Thompson,Active,BUILDING
OH2259,NATIONAL ARCHIVES & RECORDS CTR,NA,L,5,8801 KINGSRIDGE DR,DAYTON,OH,45458,39.630544,-84.213699,214058,0,17-08-1903,3910,Michael Turner,Active,BUILDING
CA7619,PELICAN CENTER,NA,L,9,17075 NEWHOPE ST,FOUNTAIN VALLEY,CA,92708,33.71488,-117.92946,12213,0,23-07-1903,645,Michelle Steel,Active,BUILDING
WI1714,MILWAUKEE AIRPORT,NA,L,5,5300 S HOWELL AVE,MILWAUKEE,WI,53207,42.94783,-87.909511,4658,0,28-06-1903,5504,Gwen Moore,Active,BUILDING
HI7793,"HILO, HAWAII",NA,L,9,16-655 MILO ST,KEA'AU,HI,96749,19.630412,-155.02675,9720,0,17-07-1905,1502,Jill Tokuda,Active,BUILDING
WA7851,COUGAR MOUNTAIN ANTENNA SITE,NA,L,10,6501 173RD SE,ISSAQUAH,WA,98027,47.4914727,-121.97379,4,0,22-06-1905,5308,Kim Schrier,Active,BUILDING
IL2629,11006 AIRPORT TRAIL,NA,L,5,11006 AIRPORT TRL,LITCHFIELD,IL,62056,39.1614181,-89.666062,2889,0,28-05-1905,1715,Mary Miller,Active,BUILDING
KY3120,BLUE CREEK CENTRE,NA,L,4,4537 FORT CAMPBELL BLVD,HOPKINSVILLE,KY,42240,36.82131,-87.474101,2615,0,03-05-1905,2101,James Comer,Active,BUILDING
MD0340,C1-ANIMAL CARETAKERS,FDA-CVM LABORATORY,F,11,8501F MUIRKIRK RD,LAUREL,MD,20708,39.055894,-76.859554,3560.2,0,08-04-1905,2404,Glenn Ivey,Active,BUILDING
CA6109,IMPERIAL BANK BLDG,NA,L,9,701 B ST,SAN DIEGO,CA,92101,32.71752,-117.15789,26012,0,14-03-1905,650,Scott Peters,Active,BUILDING
VA0094,STERLING PARK,NA,L,11,405 GLENN DR,STERLING,VA,20164,38.9957028,-77.4265134,44095,0,17-02-1905,5110,Jennifer Wexton,Active,BUILDING
NC1248,WHITEHALL CORPORATE CENTER #3,NA,L,4,3600 ARCO CORPORATE DR,CHARLOTTE,NC,28273,35.1492333,-80.946875,30371,0,23-01-1905,3714,Jeff Jackson,Active,BUILDING
MO0095,THOMAS F. EAGLETON U.S. COURTHOUSE,NA,F,6,111 S 10TH ST,ST. LOUIS,MO,63102,38.6258579,-90.195979,919880.03,57622.36914,29-12-1904,2901,Cori Bush,Active,BUILDING
VA0632,1970 EAST PARHAM ROAD,NA,L,3,1970 E PARHAM RD,RICHMOND,VA,23228,37.6390699,-77.483357,96607,0,04-12-1904,5104,Jennifer McClellan,Active,BUILDING
MI3083,FLINT MI INNOVATION CENTER,NA,L,5,1300 BLUFF ST,FLINT,MI,48504,43.014,-83.706841,1500,0,09-11-1904,2608,Daniel Kildee,Active,BUILDING
VT8154,59 WATERFRONT PLAZA,NA,L,1,59 WATERFRONT PLZ,NEWPORT,VT,5855,44.9399427,-72.205345,2279,0,15-10-1904,5000,Becca Balint,Active,BUILDING
AL1002,"DEA BUILDING, MOBILE, AL",NA,L,4,3836 GORDON JOHN DR,MOBILE,AL,36693,30.6279408,-88.1296108,9192,0,20-09-1904,101,Jerry Carl,Active,BUILDING
TX1883,CORPORATE EAST BLDG,NA,L,7,2501 AVENUE J,ARLINGTON,TX,76006,32.76787,-97.065201,0,0,26-08-1904,4825,Roger Williams,Active,BUILDING
OH2084,SKYLIGHT OFFICE TWR,NA,L,5,1660 W 2ND ST,CLEVELAND,OH,44113,41.4972,-81.693541,54509,0,01-08-1904,3911,Shontel Brown,Active,BUILDING
MT0769,SWEETGRASS POE- NON COMMERCIAL SECONDARY INSPECTION,SWEETGRASS BORDER STATION,F,8,I 15,SWEET GRASS,MT,59484,48.99739,-111.96,6594.94,0,07-07-1904,3002,Matthew Rosendale,Active,BUILDING
AL2154,RIDGE PARK PLACE,NA,L,4,1130 22ND ST S,BIRMINGHAM,AL,35205,33.502485,-86.791772,50244,25420,12-06-1904,107,Terri Sewell,Active,BUILDING
NC2687,JACKSONVILLE BUILDING SUPPLY,NA,L,4,200 WILLIAMSBURG PKWY,JACKSONVILLE,NC,28546,34.79808,-77.434711,3672,0,18-05-1904,3703,Gregory Murphy,Active,BUILDING
AZ0671,LUKEVILLE LPOE LOADING DOCK,LUKEVILLE LPOE,F,9,190 HWY 85,LUKEVILLE,AZ,85341,31.8816214,-112.8161,6024.76,0,23-04-1904,407,Raul Grijalva,Active,BUILDING
OH2101,1350 EUCLID AVENUE,NA,L,5,1350 EUCLID AVE,CLEVELAND,OH,44115,41.5007774,-81.682431,31459,0,29-03-1904,3911,Shontel Brown,Active,BUILDING
OR6634,SCHULER WAREHOUSE,NA,L,10,744 CARDLEY AVE,MEDFORD,OR,97504,42.3370033,-122.86783,4800,0,04-03-1904,4102,Cliff Bentz,Active,BUILDING
DC0111,DOLLEY MADISON,NA,F,11,1520 H ST NW,WASHINGTON,DC,20005,38.900061,-77.03487,11561.48,0,08-02-1904,1198,Eleanor Norton,Active,BUILDING
AL2214,TRUSSVILLE EXECUTIVE CENTER,NA,L,4,1972 GADSDEN HWY,BIRMINGHAM,AL,35235,33.61207,-86.626781,12847,0,14-01-1904,106,Gary Palmer,Active,BUILDING
MA5989,HADDON BUILDING,NA,L,1,140 SHREWSBURY ST,BOYLSTON,MA,1505,42.33414,-71.732771,2360,0,20-12-1903,2502,James McGovern,Active,BUILDING
MO1667,TROOST AVENUE WHSE,NA,L,6,18TH & TROOST,KANSAS CITY,MO,64108,39.0841636,-94.584773,24943,0,25-11-1903,2905,Emanuel Cleaver,Active,BUILDING
